"Input";"Coordinates"
"Singapore SkyPark Arena - Singapores Finest Sky Rooftop Futsal &amp";"1.336644,103.78359699999999"
" Football Facility";"33.5898427,-101.87157279999997"
"Singapore Papitos - Paella &amp";"1.3391344,103.79300220000005"
" more";"62.9760369,8.0182724"
"Singapore Red Dynasty Paintball Park - Bukit Timah";"1.3422494,103.79236379999998"
"Singapore Huayna Picchu Mountain, Machu Picchu";"-13.1562092,-72.5464495"
"Singapore The Cage @ Turf City";"1.3404226,103.7950356"
"Singapore Ah Hua Kelong";"1.3389988,103.79302150000001"
"Singapore Binjai Crest";"1.3446436,103.78878970000005"
"Singapore Canvass";"1.3358749,103.78658089999999"
"Singapore Sime Darby";"1.3366443,103.78359649999993"
"Singapore Hansang Korean Restaurant &amp";"1.3209423,103.84412229999998"
" Market";"37.7766161,-122.41685359999997"
"Singapore Keith Crackling Roast";"1.3283514,103.87231440000005"
"Singapore 200 Turf Club Road, The Grandstand, Pasarbella";"1.3391344,103.79300220000005"
"Singapore Originals Furniture Singapore";"1.336498,103.78371100000004"
"Singapore Peperoni Pizzeria@Binjai Park";"1.3356909,103.78673000000003"
"Singapore Hup Choon Seafood";"1.3359452,103.7864816"
"Singapore Little Man";"1.3358749,103.78658089999999"
" ERROR! Input:Singapore Lips Flowers &amp"
" Design";"40.353745,-74.64563099999998"
"Singapore Childfirst Preschool";"1.352613,103.94304499999998"
"Singapore Hup Choon eating house";"1.3357157,103.78648429999998"
"Singapore Jalan Kampong Chantek";"1.3421733,103.78863130000002"
"Singapore Dm Archery Singapore";"1.4113054,103.8447261"
"Singapore Mara Shabu";"1.345871,103.75089739999999"
"Singapore Cold Storage Sime Darby Centre";"1.336658,103.78372860000002"
"Singapore Fidgets World at the Grandstand";"1.3386917,103.79323469999997"
"Singapore Swiss Club Road";"1.3383562,103.79007019999995"
"Singapore Formwerkz Architects";"1.337685,103.7936671"
"Singapore The Past Perfect Collection";"1.336429,103.78359699999999"
"Singapore Hua Guan Ave";"1.3392516,103.78506240000002"
"Singapore Kiddiwinkie Schoolhouse";"1.310416,103.83989599999995"
"Singapore Painting Room";"1.2874103,103.84725800000001"
"Singapore Karus Indian Banana Leaf Restaurant";"1.336644,103.78359699999999"
"Singapore Buck Tile St. Cafe";"1.32058,103.75659010000004"
"Singapore Singapore city";"1.3553794,103.86774439999999"
"Singapore Singapore Chinatown.";"1.2821785,103.84413399999994"
"Singapore Pandan Gardens Park Connector";"1.3197789,103.75058939999997"
"Singapore Carabelle";"1.317557,103.75649199999998"
"Singapore Singapore Zoo";"1.4043485,103.79302299999995"
"Singapore Idle";"1.348627,103.84154899999999"
"Singapore Monterey Park Condo";"1.316843,103.75409300000001"
"Singapore Qifa Primary School";"1.3126176,103.7568857"
"Singapore The Infiniti";"1.3191037,103.7553921"
"Singapore Ulu Pandan PCN";"1.312647,103.77966839999999"
"Singapore West Coast Park, Botannia Condo";"1.3184247,103.75473699999998"
"Singapore Nanyang Technology University";"1.3483099,103.68313469999998"
" ERROR! Input:Singapore Hundred Trees"
"Singapore Hakata Japanese Restaurant";"1.316837,103.75743599999998"
"Singapore Botannia";"1.3184247,103.75473699999998"
"Singapore Ayer Rajah Expressway";"1.3231728,103.74609940000005"
"Singapore MiWorld";"1.324806,103.75030500000003"
"Singapore 9 International Business Park (Miworld)";"1.3248055,103.75036820000003"
"Singapore Nobiro Bistro &amp";"1.3203812,103.75639520000004"
" Bar";"42.2040425,19.140438000000017"
"Singapore Botania";"1.3184247,103.75473699999998"
"Singapore Faber Terrace.";"1.3211227,103.75631229999999"
" ERROR! Input:Singapore Hundred Trees Condominium"
"Singapore 8@ Tradehub 21";"1.3270009,103.75443500000006"
" ERROR! Input:Singapore Hundred Trees Singapore"
"Singapore West Coast Way, Singapore";"1.3173992,103.75710619999995"
"Singapore West Coast Avenue";"1.3138555,103.75699159999999"
"Singapore Westcoast Park";"1.2918978,103.76578689999997"
"Singapore Thrive Kitchen";"1.316685,103.75749300000007"
"Singapore SWIBER";"1.3244398,103.7492416"
"Singapore Weast Coast";"1.3007842,103.91218660000004"
" ERROR! Input:Singapore Rose Citron"
"Singapore Il Siciliano Restaurant &amp";"1.2996285,103.8497036"
" Bar";"42.2040425,19.140438000000017"
"Singapore Kallang Reservoir";"1.335739,103.84758710000006"
"Singapore M1 Miworld Building";"1.324806,103.75030500000003"
"Singapore Sungei Ulu Pandan Park Connector";"1.3225298,103.76755520000006"
"Singapore Botannia Condo";"1.3184247,103.75473699999998"
"Singapore Mt.Carmel Church";"1.30275,103.76583800000003"
"Singapore Blk 441b Clementi Ave.3";"1.314864,103.76405799999998"
"Singapore West Coast Place";"1.303644,103.76589200000001"
"Singapore Pandan Resevior";"1.3154014,103.74339829999997"
"Singapore UK in China - British Embassy Beijing";"39.913995,116.44860799999992"
"Singapore Faber Grove";"1.3228415,103.75572060000002"
"Singapore Swiber@IBP";"1.3245188,103.74928190000003"
"Singapore Paragon Orchard";"1.3036434,103.83574339999996"
"Singapore The Lobby Cafe &amp";"1.2939482,103.85334890000001"
" Bar";"42.2040425,19.140438000000017"
"Singapore Margaritas";"1.304022,103.81028919999994"
"Singapore Faber Walk";"1.3208342,103.76058650000004"
"Singapore Nanyang Technological University, Singapore";"1.3483099,103.68313469999998"
"Singapore Lepakk.";"1.2842105,103.84266249999996"
"Singapore Nanyang Auditorium, Nanyang Technological University";"1.34415,103.68007920000002"
"Singapore The Hive";"1.3157674,103.85878130000003"
"Singapore NTU School of Art, Design and Media (ADM)";"1.3496378,103.6836323"
"Singapore NTU Sports and Recreation Centre";"1.3492762,103.68773869999995"
"Singapore Jurong West Sports and Recreation Centre";"1.3376193,103.6941531"
"Singapore Archipelago Creamery";"1.342326,103.69241499999998"
"Singapore Singapore";"1.352083,103.81983600000001"
"Singapore City Harvest Church";"1.3430076,103.69190520000006"
"Singapore NTU Hall of Residence 9";"1.3525335,103.6854386"
"Singapore Emirates Stadium. Arsenal";"1.3490713,103.8480558"
"Singapore North Spine @ NTU";"1.3470291,103.68025399999999"
"Singapore Hall Of Residence 13, Nanyang Technological University";"1.3519301,103.68095930000004"
"Singapore School of Humanities and Social Sciences";"1.3438003,103.68318739999995"
"Singapore The Floravale";"1.3510322,103.697272"
"Singapore Thow Kwang Pottery Jungle";"1.353585,103.69274680000001"
"Singapore NTU Canteen 2";"1.3483645,103.68548199999998"
"Singapore City Harvest Church @ Jurong West St 91";"1.3430076,103.69190520000006"
"Singapore Nanyang Business School";"1.3436519,103.68258049999997"
"Singapore NTU Hall of Residence 8";"1.3510101,103.6851709"
"Singapore Src @ Ntu";"1.3492762,103.68773869999995"
"Singapore Pioneer Secondary School";"1.347457,103.69508500000006"
"Singapore City Harvest Church";"1.3430076,103.69190520000006"
"Singapore NTU South Spine";"1.3426965,103.6821162"
"Singapore Jurong Eco Garden";"1.3533935,103.69176500000003"
"Singapore Hall of Residence 16 @ NTU";"1.3504138,103.68112580000002"
"Singapore NTU Hall 6";"1.3479431,103.68711150000001"
" ERROR! Input:Singapore Edelweiss @ Jurong"
" ERROR! Input:Singapore Belakang Rumah"
"Singapore Tuas Checkpoint";"1.3472064,103.63571780000007"
"Singapore Jurong West St. 81";"1.3472097,103.69452720000004"
"Singapore Pioneer Hall at NTU";"1.3463705,103.68920619999994"
"Singapore Hall 3 Residence";"1.3506023,103.68201720000002"
"Singapore Jurong West Swimming Complex";"1.3380958,103.69369649999999"
"Singapore Jurong West St 71";"1.3423543,103.69574910000006"
"Singapore Jurong West Stadium";"1.338555,103.69492489999993"
"Singapore Hall of Residence 15, NTU";"1.3532753,103.68281200000001"
"Singapore Pitchstop";"1.3424372,103.68295290000003"
"Singapore NTU Hall Of Residence 11";"1.3550279,103.6864405"
"Singapore Jurong West St.65, Singapore";"1.3402321,103.70097409999994"
"Singapore NTU Hall 1";"1.3453051,103.68729069999995"
"Singapore NTU Hall 2";"1.3478775,103.68615249999993"
"Singapore Lee Kong Chian LT NTU";"1.3425836,103.68233140000007"
"Singapore NTU Hall 11";"1.3550279,103.6864405"
" ERROR! Input:Singapore TheMostHappiestPlaceOnEarth"
"Singapore NTU Hall 15";"1.3532753,103.68281200000001"
"Singapore Lee Wee Nam Library @ NTU";"1.3475116,103.68090759999995"
"Singapore New Ubin Seafood - Singapore";"1.3570319,103.76333239999997"
"Singapore The Helix Bridge, Marina Bay";"1.2876834,103.86059739999996"
"Singapore Symphony Heights";"1.356363,103.76642400000003"
"Singapore The Lanai";"1.3564768,103.76132489999998"
"Singapore Parc Palais";"1.357555,103.76628299999993"
"Singapore Memories at Old Ford Factory";"1.352549,103.76929500000006"
"Singapore Hume Park 1";"1.3539239,103.76820270000007"
"Singapore Upper Bukit Timah, Singapore";"1.3294113,103.80207769999993"
"Singapore Hillbrooks Condominium";"1.358857,103.76276699999994"
"Singapore Nanas Kitchen";"1.3543668,103.96003280000002"
"Singapore Hillview Green Condominium";"1.3578689,103.76430570000002"
"Singapore Hume Park 2";"1.3551457,103.76756899999998"
"Singapore Sentosa Cove";"1.2462983,103.84233940000001"
"Singapore Hume Ave, Parc Palais Condo";"1.357555,103.76628299999993"
"Singapore Bukit Timah KTM Railway Track";"1.3342881,103.78114260000007"
"Singapore Choice Furniture";"1.357084,103.76360499999998"
" ERROR! Input:Singapore Hillside Condo Upper Bukit Timah"
"Singapore Hume Park I";"1.353976,103.76819699999999"
"Singapore Old Ford Motor Factory";"1.352549,103.76929500000006"
"Singapore Fighter Fitness Singapore - Hillview";"1.357084,103.76360499999998"
"Singapore Batur Volcano Bali Indonesia";"-8.2401299,115.37749439999993"
"Singapore The Hillside";"1.3577472,103.87736519999999"
"Singapore Hume Park 1 Condo";"1.353976,103.76819699999999"
"Singapore Hilview Chantilly Rise Condominium";"1.3594,103.76292000000001"
"Singapore The Hillside Condo, Singapore";"1.3584639,103.87731099999996"
"Singapore Century Mansions - Jalan Remaja";"1.3574852,103.76204800000005"
"Singapore Simply Bread";"1.3306849,103.79567500000007"
"Singapore Hillview Ave,Lam Soon Industrial Building";"1.356987,103.76302599999997"
"Singapore Lanai@Hillview";"1.3564768,103.76132489999998"
"Singapore Hume Park 2 Condo";"1.3551457,103.76756899999998"
"Singapore Hillside Condo";"1.3584639,103.87731099999996"
"Singapore Hume Park Condo Swimming Pool";"1.353976,103.76819699999999"
"Singapore Upper Bukit Timah Road, Singapore";"1.3227992,103.81510630000002"
"Singapore Hillview Apartments";"1.3562009,103.76228749999996"
"Singapore Changi Airport T2";"1.355322,103.988337"
"Singapore Upper Bukit Timah The Hillside";"1.3521858,103.77000850000002"
"Singapore Hume Park Condo";"1.353976,103.76819699999999"
"Singapore Springdale Condo, SG";"1.3482542,103.77178070000002"
"Singapore Hume Ave";"1.3570639,103.76736419999997"
"Singapore Old Bukit Timah Fire Station";"1.3491502,103.7706574"
"Singapore Sentosa";"1.2494041,103.83032090000006"
" ERROR! Input:Singapore Fundamentally Flawed Kitchen"
"Singapore Former Ford Factory";"1.352549,103.76929500000006"
"Singapore Hume Avenue Singapore";"1.3570639,103.76736419999997"
"Singapore Art Boot Camp - Singapore";"1.3370772,103.79390820000003"
"Singapore Hume Avenue";"1.3570639,103.76736419999997"
"Singapore Old Fort Factory";"1.352549,103.76929500000006"
"Singapore Parc Palais Condo";"1.357555,103.76628299999993"
"Singapore IKEA Tampines";"1.3741477,103.93229789999998"
"Singapore Tampines";"1.3495907,103.9567879"
"Singapore Giant Hyperstore @ Tampines";"1.372066,103.93189069999994"
"Singapore Giant Hypermarket";"1.2957491,103.85971159999997"
"Singapore Waterview Singapore";"1.3488624,103.92637839999998"
"Singapore Courts Megastore Tampines";"1.3736481,103.93382799999995"
"Singapore IKEA Restaurant &amp";"1.3739295,103.93232469999998"
" Cafe @ Tampines";"1.3560289,103.9416966"
"Singapore Tampines Fire Station";"1.3580379,103.92935369999998"
"Singapore Courts Mega Store";"1.3736481,103.93382799999995"
"Singapore Tampines Ave 10";"1.357692,103.93003099999999"
"Singapore Good Year Seafood Village";"1.3667465,103.92646609999997"
"Singapore Singapore Zoological Gardens";"1.4043485,103.79302299999995"
"Singapore Ikea/Giant/Courts@Tampines";"1.3736481,103.93382799999995"
"Singapore IKEA Sweden Food Market";"1.3739295,103.93232469999998"
"Singapore Fort Canning Park Singapore";"1.2941149,103.84630709999999"
"Singapore The Tropica Singapore";"1.3486357,103.92778440000006"
"Singapore Dairy Farm Singapore";"1.44031,103.71018500000002"
"Singapore IKEA Singapore";"1.2880072,103.80602729999998"
"Singapore IKEA Singapore";"1.2880072,103.80602729999998"
"Singapore Old Tampines Road";"1.3628028,103.96698650000008"
"Singapore SCDF 2nd CD Division";"1.35801,103.92957189999993"
"Singapore Courts SG";"1.3319991,103.8497956"
"Singapore Eiffel Tower";"48.85837009999999,2.2944813000000295"
"Singapore Tzu Chi Foundation Jing Si Hall";"1.3727067,103.93931380000004"
"Singapore IBM Tampines";"1.373163,103.92923199999996"
"Singapore Giant @ Tampines";"1.372066,103.93189069999994"
"Singapore Tampines Gym";"1.3546554,103.93980510000006"
"Singapore IBM Ireland Product Distribution Ltd";"1.373163,103.92923199999996"
"Singapore Temasek Polytechnic";"1.3456614,103.93284749999998"
"Singapore Ikea Foodcourt";"1.3739295,103.93232469999998"
"Singapore Golden Pagoda Buddhist Temple ?????";"1.3682907,103.9301269"
"Singapore Global Foundries Singapore";"1.370847,103.92879199999993"
"Singapore IBM Singapore Technology Park";"1.373163,103.92923199999996"
"Singapore Auo (AFPD)";"1.360488,103.92969800000003"
"Singapore Ikea Sm�land";"1.2880072,103.80602729999998"
"Singapore Globalfoundries Tampines";"1.370847,103.92879199999993"
"Singapore Copthorne Kings Hotel";"1.2882482,103.83664769999996"
"Singapore Giant Supermarket";"1.349651,103.84989610000002"
"Singapore Lakeside Park";"1.3396142,103.7257859"
"Singapore IBM Manufacturing Solutions";"1.3365545,103.9652132"
"Singapore Saap Saap Thai";"1.3536607,103.94110660000001"
" ERROR! Input:Singapore SAP  Heartbeat Office"
"Singapore Good Year Pontian Bah Kut Teh";"1.3667388,103.92640610000001"
"Singapore Tampines Dormitory";"1.3672738,103.92941819999999"
"Singapore T5 at Tampines Industrial Ave 5";"1.3727871,103.92671089999999"
"Singapore Giant Hypermarket, Tampines";"1.372066,103.93189069999994"
" ERROR! Input:Singapore Team Izq Humble Abode"
"Singapore Giant Food Court -Tampines";"1.43111,103.79372999999998"
"Singapore NUS Business School, National University of Singapore";"1.2937622,103.77461440000002"
"Singapore NUSS Kent Ridge Guild House";"1.293343,103.77302669999995"
"Singapore Sheares Hall (National University of Singapore)";"1.291437,103.77564280000001"
